debtor_name,year,category,value,creditor_name
Botswana,2024,multilateral,7960000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Botswana,2024,multilateral,1693407.0,European Development Fund (EDF)
Botswana,2024,bilateral,0.0,France
Botswana,2024,multilateral,236000.0,International Fund for Agricultural Dev.
Botswana,2024,bilateral,116769869.1,Japan
Botswana,2024,bilateral,2964767.0,Kuwait
Botswana,2024,multilateral,355303.8,Nordic Development Fund
Botswana,2024,multilateral,5912771.2,Nordic Investment Bank
Botswana,2024,multilateral,136993000.0,OPEC Fund for International Dev.
Botswana,2024,multilateral,678077000.0,World Bank-IBRD
Botswana,2024,multilateral,0.0,World Bank-IDA
Burkina Faso,2024,multilateral,619257895.1,African Dev. Bank
Burkina Faso,2024,multilateral,165153977.6,Arab Bank for Economic Dev. in Africa (BADEA)
Burkina Faso,2024,commercial banks,8053552.8,Austria
Burkina Faso,2024,bilateral,7797983.4,Belgium
Burkina Faso,2024,bilateral,98843965.4,China
Burkina Faso,2024,bilateral,46721888.8,"Cote D`Ivoire, Republic Of"
Burkina Faso,2024,other private,0.0,"Cote D`Ivoire, Republic Of"
Burkina Faso,2024,multilateral,35612043.8,Economic Community of West African States (ECOWAS)
Burkina Faso,2024,multilateral,45301234.5,European Investment Bank
Burkina Faso,2024,bilateral,178870529.7,France
Burkina Faso,2024,commercial banks,39840776.1,France
Burkina Faso,2024,commercial banks,0.0,"Germany, Fed. Rep. of"
Burkina Faso,2024,bilateral,3922000.0,India
Burkina Faso,2024,multilateral,131697580.2,International Fund for Agricultural Dev.
Burkina Faso,2024,multilateral,520831221.2,Islamic Dev. Bank
Burkina Faso,2024,bilateral,6664538.8,Japan
Burkina Faso,2024,bilateral,38110082.9,Kuwait
Burkina Faso,2024,bilateral,6460000.0,Libya
Burkina Faso,2024,commercial banks,3683000.0,Multiple Lenders
Burkina Faso,2024,multilateral,8602092.0,Nordic Development Fund
Burkina Faso,2024,multilateral,76229000.0,OPEC Fund for International Dev.
Burkina Faso,2024,bilateral,33894933.2,Saudi Arabia
Burkina Faso,2024,bilateral,1614450.6,Spain
Burkina Faso,2024,commercial banks,46533412.7,Togo
Burkina Faso,2024,bilateral,2669026.5,United Arab Emirates
Burkina Faso,2024,commercial banks,0.0,United Arab Emirates
Burkina Faso,2024,commercial banks,0.0,United States
Burkina Faso,2024,multilateral,378749465.5,West African Development Bank - BOAD
Burkina Faso,2024,multilateral,2616134000.0,World Bank-IDA
Burundi,2024,multilateral,26202672.8,African Dev. Bank
Burundi,2024,multilateral,70682000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Burundi,2024,bilateral,37242746.1,China
Burundi,2024,multilateral,71894996.7,European Investment Bank
Burundi,2024,bilateral,59567000.0,India
Burundi,2024,multilateral,26984131.8,International Fund for Agricultural Dev.
Burundi,2024,bilateral,31290794.1,Kuwait
Burundi,2024,bilateral,4375000.0,Libya
Burundi,2024,multilateral,93805000.0,OPEC Fund for International Dev.
Burundi,2024,bilateral,69717600.0,Saudi Arabia
Burundi,2024,multilateral,109468000.0,World Bank-IDA
Cabo Verde,2024,multilateral,359962023.3,African Dev. Bank
Cabo Verde,2024,multilateral,49403000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Cabo Verde,2024,bilateral,6296772.9,Austria
Cabo Verde,2024,commercial banks,6168988.2,Austria
Cabo Verde,2024,bilateral,6630259.8,Belgium
Cabo Verde,2024,commercial banks,1105389.6,Belgium
Cabo Verde,2024,bilateral,20699665.8,China
Cabo Verde,2024,multilateral,12175400.8,Economic Community of West African States (ECOWAS)
Cabo Verde,2024,multilateral,26504416.8,European Investment Bank
Cabo Verde,2024,bilateral,36143331.0,France
Cabo Verde,2024,multilateral,29763927.2,International Fund for Agricultural Dev.
Cabo Verde,2024,bilateral,62355569.7,Japan
Cabo Verde,2024,bilateral,9761324.8,Kuwait
Cabo Verde,2024,multilateral,1068086.3,Nordic Development Fund
Cabo Verde,2024,multilateral,16130553.2,OPEC Fund for International Dev.
Cabo Verde,2024,bilateral,134781478.9,Portugal
Cabo Verde,2024,commercial banks,408691832.1,Portugal
Cabo Verde,2024,bilateral,14639733.3,Saudi Arabia
Cabo Verde,2024,bilateral,26468055.3,Spain
Cabo Verde,2024,multilateral,34472000.0,World Bank-IBRD
Cabo Verde,2024,multilateral,581941000.0,World Bank-IDA
Cameroon,2024,multilateral,1786743993.1,African Dev. Bank
Cameroon,2024,multilateral,331885000.0,African Export-Import Bank
Cameroon,2024,multilateral,64216293.0,Arab Bank for Economic Dev. in Africa (BADEA)
Cameroon,2024,commercial banks,14240202.3,Austria
Cameroon,2024,bilateral,9435289.8,Belgium
Cameroon,2024,commercial banks,43060327.2,Belgium
Cameroon,2024,bonds,777479500.0,Bondholders
Cameroon,2024,bilateral,3236293722.7,China
Cameroon,2024,commercial banks,0.0,China
Cameroon,2024,other private,68899000.0,China
Cameroon,2024,multilateral,34237451.6,Dev. Bank of the Central African States (BDEAC)
Cameroon,2024,multilateral,5336829.3,European Development Fund (EDF)
Cameroon,2024,multilateral,24193903.2,European Investment Bank
Cameroon,2024,bilateral,954224455.5,France
Cameroon,2024,commercial banks,0.0,France
Cameroon,2024,other private,10410816.9,France
Cameroon,2024,bilateral,22561791.3,"Germany, Fed. Rep. of"
Cameroon,2024,commercial banks,72991591.4,"Germany, Fed. Rep. of"
Cameroon,2024,bilateral,126473000.0,India
Cameroon,2024,multilateral,109994131.7,International Fund for Agricultural Dev.
Cameroon,2024,multilateral,837405659.6,Islamic Dev. Bank
Cameroon,2024,bilateral,74701563.9,Japan
Cameroon,2024,bilateral,65868247.6,"Korea, Republic of"
Cameroon,2024,bilateral,15330410.9,Kuwait
Cameroon,2024,bilateral,20382179.1,Norway
Cameroon,2024,multilateral,9759000.0,OPEC Fund for International Dev.
Cameroon,2024,bilateral,10700533.4,Saudi Arabia
Cameroon,2024,bilateral,1395242.7,Spain
Cameroon,2024,commercial banks,23335771.8,Spain
Cameroon,2024,other private,18678383.1,Spain
Cameroon,2024,bilateral,305377.3,Switzerland
Cameroon,2024,bilateral,84927000.0,Turkiye
Cameroon,2024,bilateral,0.0,United Arab Emirates
Cameroon,2024,commercial banks,67570056.0,United Arab Emirates
Cameroon,2024,commercial banks,702164566.3,United Kingdom
Cameroon,2024,bilateral,25933000.0,United States
Cameroon,2024,commercial banks,0.0,United States
Cameroon,2024,multilateral,541936000.0,World Bank-IBRD
Cameroon,2024,multilateral,2323469000.0,World Bank-IDA
Central African Republic,2024,multilateral,4693580.6,African Dev. Bank
Central African Republic,2024,bilateral,20000000.0,Angola
Central African Republic,2024,multilateral,15201000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Central African Republic,2024,bilateral,10408000.0,Argentina
Central African Republic,2024,bilateral,68245.6,Benin
Central African Republic,2024,bilateral,479.9,Cameroon
Central African Republic,2024,bilateral,372.2,Chad
Central African Republic,2024,bilateral,19180184.1,China
Central African Republic,2024,bilateral,253.4,"Congo, Rep."
Central African Republic,2024,bilateral,205.9,"Cote D`Ivoire, Republic Of"
Central African Republic,2024,multilateral,10818104.9,Dev. Bank of the Central African States (BDEAC)
Central African Republic,2024,bilateral,4751378.5,Equatorial Guinea
Central African Republic,2024,bilateral,3167606.1,France
Central African Republic,2024,other private,345953.7,France
Central African Republic,2024,bilateral,42829000.0,India
Central African Republic,2024,multilateral,13689501.2,International Fund for Agricultural Dev.
Central African Republic,2024,bilateral,2652000.0,Iraq
Central African Republic,2024,bilateral,20568274.1,Kuwait
Central African Republic,2024,bilateral,11105841.0,Libya
Central African Republic,2024,bilateral,53.8,Mali
Central African Republic,2024,bilateral,60000000.0,Multiple Lenders
Central African Republic,2024,multilateral,9300000.0,OPEC Fund for International Dev.
Central African Republic,2024,other private,252000.0,Russian Federation
Central African Republic,2024,bilateral,72002400.0,Saudi Arabia
Central African Republic,2024,bilateral,240.7,Senegal
Central African Republic,2024,other private,981000.0,Serbia
Central African Republic,2024,multilateral,116762000.0,World Bank-IDA
Chad,2024,multilateral,108394453.8,African Dev. Bank
Chad,2024,bilateral,74603000.0,Angola
Chad,2024,multilateral,85094000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Chad,2024,multilateral,299000.0,Arab Fund for Economic & Social Development
Chad,2024,bilateral,14237085.6,Belgium
Chad,2024,bilateral,22625610.0,Cameroon
Chad,2024,bilateral,208267677.9,China
Chad,2024,bilateral,49572715.9,"Congo, Rep."
Chad,2024,multilateral,267219363.5,Dev. Bank of the Central African States (BDEAC)
Chad,2024,bilateral,23756892.6,Equatorial Guinea
Chad,2024,multilateral,15583500.0,European Investment Bank
Chad,2024,bilateral,96117989.1,France
Chad,2024,bilateral,34427000.0,India
Chad,2024,multilateral,15058745.4,International Fund for Agricultural Dev.
Chad,2024,multilateral,105209708.1,Islamic Dev. Bank
Chad,2024,bilateral,11631758.4,Kuwait
Chad,2024,bilateral,245780000.0,Libya
Chad,2024,bilateral,8000000.0,Multiple Lenders
Chad,2024,multilateral,23808000.0,OPEC Fund for International Dev.
Chad,2024,bilateral,50981866.7,Saudi Arabia
Chad,2024,other private,2500000.0,Saudi Arabia
Chad,2024,bilateral,650000000.0,United Arab Emirates
Chad,2024,other private,190837000.0,United Kingdom
Chad,2024,multilateral,139732000.0,World Bank-IDA
Comoros,2024,multilateral,13986843.8,African Dev. Bank
Comoros,2024,multilateral,28347000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Comoros,2024,other private,0.0,Bahrain
Comoros,2024,bilateral,89859025.7,China
Comoros,2024,multilateral,14303575.2,Eastern & Southern African Trade & Dev. Bank (TDB)
Comoros,2024,bilateral,2160912.0,France
Comoros,2024,bilateral,28883000.0,India
Comoros,2024,multilateral,7658766.9,International Fund for Agricultural Dev.
Comoros,2024,multilateral,13814696.5,Islamic Dev. Bank
Comoros,2024,bilateral,22666017.2,Kuwait
Comoros,2024,multilateral,6569000.0,OPEC Fund for International Dev.
Comoros,2024,bilateral,38897866.7,Saudi Arabia
Comoros,2024,multilateral,56828000.0,World Bank-IDA
"Congo, Dem. Rep.",2024,multilateral,326320566.6,African Dev. Bank
"Congo, Dem. Rep.",2024,bilateral,20000000.0,Angola
"Congo, Dem. Rep.",2024,multilateral,26933000.0,Arab Bank for Economic Dev. in Africa (BADEA)
"Congo, Dem. Rep.",2024,other private,19409000.0,Belgium
"Congo, Dem. Rep.",2024,bilateral,3520536189.8,China
"Congo, Dem. Rep.",2024,other private,20000000.0,"Cote D`Ivoire, Republic Of"
"Congo, Dem. Rep.",2024,multilateral,4949190.9,Dev. Bank of the Central African States (BDEAC)
"Congo, Dem. Rep.",2024,multilateral,34157993.1,European Investment Bank
"Congo, Dem. Rep.",2024,bilateral,8816105.4,France
"Congo, Dem. Rep.",2024,bilateral,2032000.0,Greece
"Congo, Dem. Rep.",2024,other private,446000.0,Greece
"Congo, Dem. Rep.",2024,bilateral,122850000.0,India
"Congo, Dem. Rep.",2024,multilateral,5133000.0,International Fund for Agricultural Dev.
"Congo, Dem. Rep.",2024,multilateral,205363000.0,Islamic Dev. Bank
"Congo, Dem. Rep.",2024,bilateral,51411146.3,"Korea, Republic of"
"Congo, Dem. Rep.",2024,bilateral,29866960.4,Kuwait
"Congo, Dem. Rep.",2024,bilateral,1146769.0,Namibia
"Congo, Dem. Rep.",2024,commercial banks,30000000.0,Netherlands
"Congo, Dem. Rep.",2024,multilateral,31443000.0,OPEC Fund for International Dev.
"Congo, Dem. Rep.",2024,other private,0.0,Panama
"Congo, Dem. Rep.",2024,bilateral,254000.0,Romania
"Congo, Dem. Rep.",2024,bilateral,10271200.0,Saudi Arabia
"Congo, Dem. Rep.",2024,other private,681000.0,Uganda
"Congo, Dem. Rep.",2024,other private,0.0,United Kingdom
"Congo, Dem. Rep.",2024,commercial banks,0.0,United States
"Congo, Dem. Rep.",2024,multilateral,3452865000.0,World Bank-IDA
"Congo, Rep.",2024,multilateral,483809168.7,African Dev. Bank
"Congo, Rep.",2024,multilateral,0.0,African Export-Import Bank
"Congo, Rep.",2024,bilateral,28636000.0,Angola
"Congo, Rep.",2024,multilateral,9607000.0,Arab Bank for Economic Dev. in Africa (BADEA)
"Congo, Rep.",2024,bilateral,75005463.3,Belgium
"Congo, Rep.",2024,bonds,158865000.0,Bondholders
"Congo, Rep.",2024,bilateral,75685000.0,Brazil
"Congo, Rep.",2024,bilateral,1592656609.1,China
"Congo, Rep.",2024,other private,1380691000.0,China
"Congo, Rep.",2024,multilateral,72861146.3,Dev. Bank of the Central African States (BDEAC)
"Congo, Rep.",2024,multilateral,1694445.9,European Development Fund (EDF)
"Congo, Rep.",2024,multilateral,0.0,European Economic Community (EEC)
"Congo, Rep.",2024,multilateral,197391.0,European Investment Bank
"Congo, Rep.",2024,bilateral,212273242.5,France
"Congo, Rep.",2024,commercial banks,4472597.7,France
"Congo, Rep.",2024,other private,19000.0,France
"Congo, Rep.",2024,bilateral,78021000.0,India
"Congo, Rep.",2024,multilateral,21844255.0,International Fund for Agricultural Dev.
"Congo, Rep.",2024,bilateral,53937327.6,Kuwait
"Congo, Rep.",2024,bilateral,7000000.0,Libya
"Congo, Rep.",2024,other private,175000000.0,Netherlands
"Congo, Rep.",2024,multilateral,2535000.0,OPEC Fund for International Dev.
"Congo, Rep.",2024,bilateral,31939000.0,Russian Federation
"Congo, Rep.",2024,bilateral,78802666.7,Saudi Arabia
"Congo, Rep.",2024,other private,0.0,Switzerland
"Congo, Rep.",2024,bilateral,33401673.9,Turkiye
"Congo, Rep.",2024,other private,0.0,Turkiye
"Congo, Rep.",2024,bilateral,9534377.1,United Arab Emirates
"Congo, Rep.",2024,other private,371926.2,United Arab Emirates
"Congo, Rep.",2024,multilateral,221576000.0,World Bank-IBRD
"Congo, Rep.",2024,multilateral,523900000.0,World Bank-IDA
Cote d'Ivoire,2024,commercial banks,170930733.0,Africa Finance Corporation
Cote d'Ivoire,2024,multilateral,1383725964.7,African Dev. Bank
Cote d'Ivoire,2024,multilateral,0.0,African Export-Import Bank
Cote d'Ivoire,2024,multilateral,97679000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Cote d'Ivoire,2024,multilateral,99032103.6,Asian Infrastructure Investment Bank
Cote d'Ivoire,2024,bilateral,0.0,Austria
Cote d'Ivoire,2024,commercial banks,285172855.5,Belgium
Cote d'Ivoire,2024,other private,0.0,Belgium
Cote d'Ivoire,2024,bonds,10612870429.4,Bondholders
Cote d'Ivoire,2024,bilateral,3771748998.2,China
Cote d'Ivoire,2024,commercial banks,338079876.9,China
Cote d'Ivoire,2024,commercial banks,104701380.9,Czechia
Cote d'Ivoire,2024,multilateral,195360613.6,Economic Community of West African States (ECOWAS)
Cote d'Ivoire,2024,multilateral,134462749.2,European Investment Bank
Cote d'Ivoire,2024,bilateral,1278558646.5,France
Cote d'Ivoire,2024,commercial banks,2607991187.1,France
Cote d'Ivoire,2024,other private,0.0,France
Cote d'Ivoire,2024,bilateral,224500056.6,"Germany, Fed. Rep. of"
Cote d'Ivoire,2024,commercial banks,455218968.6,"Germany, Fed. Rep. of"
Cote d'Ivoire,2024,bilateral,130239000.0,India
Cote d'Ivoire,2024,multilateral,39462764.5,International Fund for Agricultural Dev.
Cote d'Ivoire,2024,multilateral,850006368.4,Islamic Dev. Bank
Cote d'Ivoire,2024,commercial banks,319056579.0,Israel
Cote d'Ivoire,2024,bilateral,239451005.4,Japan
Cote d'Ivoire,2024,commercial banks,846992314.2,Japan
Cote d'Ivoire,2024,bilateral,35171000.0,"Korea, Republic of"
Cote d'Ivoire,2024,bilateral,36691021.3,Kuwait
Cote d'Ivoire,2024,commercial banks,9948506.4,Mauritius
Cote d'Ivoire,2024,commercial banks,0.0,Morocco
Cote d'Ivoire,2024,multilateral,158591000.0,OPEC Fund for International Dev.
Cote d'Ivoire,2024,commercial banks,15514932.6,Russian Federation
Cote d'Ivoire,2024,bilateral,24254737.2,Saudi Arabia
Cote d'Ivoire,2024,bilateral,73810728.3,South Africa
Cote d'Ivoire,2024,commercial banks,75840738.9,South Africa
Cote d'Ivoire,2024,bilateral,14370064.8,Spain
Cote d'Ivoire,2024,bilateral,0.0,United Arab Emirates
Cote d'Ivoire,2024,commercial banks,25897699.2,United Arab Emirates
Cote d'Ivoire,2024,commercial banks,1189718151.9,United Kingdom
Cote d'Ivoire,2024,bilateral,954000.0,United States
Cote d'Ivoire,2024,commercial banks,136355625.0,United States
Cote d'Ivoire,2024,multilateral,388747443.3,West African Development Bank - BOAD
Cote d'Ivoire,2024,multilateral,161496000.0,World Bank-IBRD
Cote d'Ivoire,2024,multilateral,4716407000.0,World Bank-IDA
Djibouti,2024,multilateral,109311260.5,African Dev. Bank
Djibouti,2024,multilateral,141663000.0,African Export-Import Bank
Djibouti,2024,multilateral,197068197.4,Arab Fund for Economic & Social Development
Djibouti,2024,bilateral,279464.1,Belgium
Djibouti,2024,bilateral,1412431582.2,China
Djibouti,2024,multilateral,232713.6,European Investment Bank
Djibouti,2024,bilateral,2040399.6,France
Djibouti,2024,bilateral,38571000.0,India
Djibouti,2024,multilateral,21015860.9,International Fund for Agricultural Dev.
Djibouti,2024,bilateral,9204654.0,"Iran, Islamic Republic Of"
Djibouti,2024,multilateral,129158054.1,Islamic Dev. Bank
Djibouti,2024,bilateral,47696937.9,Italy
Djibouti,2024,bilateral,163263516.8,Kuwait
Djibouti,2024,bilateral,78255142.5,Netherlands
Djibouti,2024,multilateral,23444000.0,OPEC Fund for International Dev.
Djibouti,2024,bilateral,102756533.3,Saudi Arabia
Djibouti,2024,bilateral,3904000.0,Spain
Djibouti,2024,bilateral,6954000.0,Turkiye
Djibouti,2024,bilateral,11748672.6,United Arab Emirates
Djibouti,2024,multilateral,295538000.0,World Bank-IDA
"Egypt, Arab Rep.",2024,commercial banks,1000000000.0,Africa Finance Corporation
"Egypt, Arab Rep.",2024,multilateral,2621534914.6,African Dev. Bank
"Egypt, Arab Rep.",2024,multilateral,3755625000.0,African Export-Import Bank
"Egypt, Arab Rep.",2024,multilateral,2116795369.5,Arab Fund for Economic & Social Development
"Egypt, Arab Rep.",2024,multilateral,930471987.7,Arab Monetary Fund
"Egypt, Arab Rep.",2024,multilateral,536071000.0,Asian Infrastructure Investment Bank
"Egypt, Arab Rep.",2024,commercial banks,20670993.3,Austria
"Egypt, Arab Rep.",2024,commercial banks,514350325.7,Bahrain
"Egypt, Arab Rep.",2024,commercial banks,62877000.0,Belgium
"Egypt, Arab Rep.",2024,bonds,27307602259.0,Bondholders
"Egypt, Arab Rep.",2024,bilateral,317179297.6,Canada
"Egypt, Arab Rep.",2024,bilateral,3582890244.3,China
"Egypt, Arab Rep.",2024,commercial banks,2323994000.0,China
"Egypt, Arab Rep.",2024,bilateral,11707149.8,Denmark
"Egypt, Arab Rep.",2024,commercial banks,316864.5,Denmark
"Egypt, Arab Rep.",2024,multilateral,1364832835.9,European Bank for Reconstruction and Dev. (EBRD)
"Egypt, Arab Rep.",2024,multilateral,4121052277.4,European Investment Bank
"Egypt, Arab Rep.",2024,multilateral,1038900000.0,European Union
"Egypt, Arab Rep.",2024,bilateral,1574585180.3,France
"Egypt, Arab Rep.",2024,commercial banks,1808633848.8,France
"Egypt, Arab Rep.",2024,bilateral,3494553124.5,"Germany, Fed. Rep. of"
"Egypt, Arab Rep.",2024,commercial banks,197373260.9,"Germany, Fed. Rep. of"
"Egypt, Arab Rep.",2024,commercial banks,300000000.0,Hong Kong
"Egypt, Arab Rep.",2024,bilateral,721462027.2,Hungary
"Egypt, Arab Rep.",2024,multilateral,254750000.0,International Finance Corporation
"Egypt, Arab Rep.",2024,multilateral,126669207.5,International Fund for Agricultural Dev.
"Egypt, Arab Rep.",2024,multilateral,1203134562.3,Islamic Dev. Bank
"Egypt, Arab Rep.",2024,bilateral,31166430.4,Italy
"Egypt, Arab Rep.",2024,commercial banks,403231373.7,Italy
"Egypt, Arab Rep.",2024,bilateral,2449322534.5,Japan
"Egypt, Arab Rep.",2024,commercial banks,0.0,Japan
"Egypt, Arab Rep.",2024,bilateral,426565721.2,"Korea, Republic of"
"Egypt, Arab Rep.",2024,bilateral,5850930345.7,Kuwait
"Egypt, Arab Rep.",2024,commercial banks,63826000.0,Luxembourg
"Egypt, Arab Rep.",2024,commercial banks,7116245885.3,Multiple Lenders
"Egypt, Arab Rep.",2024,multilateral,83992000.0,Multiple Lenders
"Egypt, Arab Rep.",2024,bilateral,14584078.2,Netherlands
"Egypt, Arab Rep.",2024,multilateral,300957000.0,OPEC Fund for International Dev.
"Egypt, Arab Rep.",2024,bilateral,4082204296.7,Russian Federation
"Egypt, Arab Rep.",2024,bilateral,6488493599.8,Saudi Arabia
"Egypt, Arab Rep.",2024,commercial banks,500000000.0,South Africa
"Egypt, Arab Rep.",2024,bilateral,284444556.6,Spain
"Egypt, Arab Rep.",2024,commercial banks,134018.1,Spain
"Egypt, Arab Rep.",2024,bilateral,0.0,Switzerland
"Egypt, Arab Rep.",2024,commercial banks,272729950.2,Switzerland
"Egypt, Arab Rep.",2024,multilateral,3571000.0,UN-General Assembly (UNGA)
"Egypt, Arab Rep.",2024,bilateral,90711553.4,United Arab Emirates
"Egypt, Arab Rep.",2024,commercial banks,3599997000.0,United Arab Emirates
"Egypt, Arab Rep.",2024,other private,19102000.0,United Arab Emirates
"Egypt, Arab Rep.",2024,bilateral,50000000.0,United Kingdom
"Egypt, Arab Rep.",2024,commercial banks,522328000.0,United Kingdom
"Egypt, Arab Rep.",2024,bilateral,94749000.0,United States
"Egypt, Arab Rep.",2024,commercial banks,208500000.0,United States
"Egypt, Arab Rep.",2024,other private,366000000.0,United States
"Egypt, Arab Rep.",2024,multilateral,12194251000.0,World Bank-IBRD
"Egypt, Arab Rep.",2024,multilateral,100810000.0,World Bank-IDA
Equatorial Guinea,2024,multilateral,51145551.9,African Dev. Bank
Equatorial Guinea,2024,multilateral,2000000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Equatorial Guinea,2024,bilateral,829399049.0,China
Equatorial Guinea,2024,multilateral,734227.8,International Fund for Agricultural Dev.
Equatorial Guinea,2024,bilateral,29000.0,Russian Federation
Equatorial Guinea,2024,bilateral,0.0,Spain
Equatorial Guinea,2024,multilateral,12491000.0,World Bank-IDA
Eritrea,2024,multilateral,79570470.3,African Dev. Bank
Eritrea,2024,multilateral,2694300.0,Arab Bank for Economic Dev. in Africa (BADEA)
Eritrea,2024,bilateral,3407533.7,China
Eritrea,2024,bilateral,1657200.0,India
Eritrea,2024,multilateral,26579606.0,International Fund for Agricultural Dev.
Eritrea,2024,bilateral,42555454.5,Italy
Eritrea,2024,bilateral,-129891.3,Kuwait
Eritrea,2024,multilateral,1174933.3,OPEC Fund for International Dev.
Eritrea,2024,bilateral,3183750.0,Saudi Arabia
Eritrea,2024,bilateral,5331735.9,United Arab Emirates
Eritrea,2024,bilateral,8455916.6,United States
Eritrea,2024,multilateral,407398000.0,World Bank-IDA
Eswatini,2024,multilateral,252227462.0,African Dev. Bank
Eswatini,2024,multilateral,4885000.0,Arab African International Bank
Eswatini,2024,multilateral,23057000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Eswatini,2024,bonds,21340200.0,Bondholders
Eswatini,2024,bilateral,212983000.0,China
Eswatini,2024,multilateral,147523.8,European Development Fund (EDF)
Eswatini,2024,multilateral,33833856.3,European Investment Bank
Eswatini,2024,bilateral,1891836.9,"Germany, Fed. Rep. of"
Eswatini,2024,bilateral,553000.0,India
Eswatini,2024,multilateral,12626150.8,International Fund for Agricultural Dev.
Eswatini,2024,bilateral,8142898.2,Italy
Eswatini,2024,bilateral,18391318.2,Japan
Eswatini,2024,bilateral,20957947.7,Kuwait
Eswatini,2024,bilateral,3241000.0,Multiple Lenders
Eswatini,2024,bilateral,1690290.3,Nigeria
Eswatini,2024,multilateral,15772000.0,OPEC Fund for International Dev.
Eswatini,2024,bilateral,916134.8,South Africa
Eswatini,2024,bilateral,4434581.3,United Arab Emirates
Eswatini,2024,commercial banks,8002575.0,United Kingdom
Eswatini,2024,multilateral,221826000.0,World Bank-IBRD
Eswatini,2024,multilateral,0.0,World Bank-IDA
Ethiopia,2024,multilateral,2213312084.6,African Dev. Bank
Ethiopia,2024,multilateral,88698000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Ethiopia,2024,bonds,1000000000.0,Bondholders
Ethiopia,2024,bilateral,8066000.0,Bulgaria
Ethiopia,2024,bilateral,0.0,Canada
Ethiopia,2024,bilateral,6041153598.4,China
Ethiopia,2024,commercial banks,214152000.0,China
Ethiopia,2024,other private,1185686000.0,China
Ethiopia,2024,bilateral,65279.9,Czechia
Ethiopia,2024,commercial banks,102873955.8,Denmark
Ethiopia,2024,multilateral,2397000.0,Eastern & Southern African Trade & Dev. Bank (TDB)
Ethiopia,2024,other private,82000.0,Egypt
Ethiopia,2024,multilateral,167621320.5,European Investment Bank
Ethiopia,2024,bilateral,219380357.4,France
Ethiopia,2024,commercial banks,168341000.0,France
Ethiopia,2024,bilateral,8559497.1,"Germany, Fed. Rep. of"
Ethiopia,2024,bilateral,302103000.0,India
Ethiopia,2024,other private,18490405.3,India
Ethiopia,2024,multilateral,415943306.5,International Fund for Agricultural Dev.
Ethiopia,2024,commercial banks,88711000.0,Israel
Ethiopia,2024,bilateral,244982600.6,Italy
Ethiopia,2024,commercial banks,353226000.0,Italy
Ethiopia,2024,other private,148623.5,Italy
Ethiopia,2024,bilateral,50628790.3,Japan
Ethiopia,2024,commercial banks,252928000.0,Japan
Ethiopia,2024,bilateral,384180172.1,"Korea, Republic of"
Ethiopia,2024,bilateral,73170969.4,Kuwait
Ethiopia,2024,bilateral,237287000.0,Libya
Ethiopia,2024,bilateral,4000000000.0,Multiple Lenders
Ethiopia,2024,multilateral,6619870.8,Nordic Development Fund
Ethiopia,2024,multilateral,11840238.3,Nordic Investment Bank
Ethiopia,2024,multilateral,66715414.4,OPEC Fund for International Dev.
Ethiopia,2024,bilateral,92000000.0,Poland
Ethiopia,2024,bilateral,162200000.0,Russian Federation
Ethiopia,2024,bilateral,103046133.3,Saudi Arabia
Ethiopia,2024,bilateral,101332000.0,Serbia
Ethiopia,2024,commercial banks,1179000.0,Serbia
Ethiopia,2024,other private,3024000.0,Serbia
Ethiopia,2024,commercial banks,59972000.0,South Africa
Ethiopia,2024,other private,85230000.0,Sweden
Ethiopia,2024,commercial banks,454617000.0,Switzerland
Ethiopia,2024,bilateral,150000000.0,Turkiye
Ethiopia,2024,bilateral,3008305.0,United Arab Emirates
Ethiopia,2024,commercial banks,916000.0,United Arab Emirates
Ethiopia,2024,commercial banks,118705000.0,United Kingdom
Ethiopia,2024,bilateral,344441061.6,United States
Ethiopia,2024,commercial banks,1581284190.8,United States
Ethiopia,2024,multilateral,12761932000.0,World Bank-IDA
Gabon,2024,multilateral,859320389.3,African Dev. Bank
Gabon,2024,multilateral,0.0,African Export-Import Bank
Gabon,2024,multilateral,39594.8,Arab Bank for Economic Dev. in Africa (BADEA)
Gabon,2024,commercial banks,52912215.9,Austria
Gabon,2024,bonds,1710000000.0,Bondholders
Gabon,2024,multilateral,138738102.0,Central Bank of West African States (BCEAO)
Gabon,2024,bilateral,802335099.4,China
Gabon,2024,commercial banks,80712000.0,China
Gabon,2024,multilateral,753202.5,European Development Fund (EDF)
Gabon,2024,multilateral,1850280.9,European Investment Bank
Gabon,2024,bilateral,499800245.4,France
Gabon,2024,commercial banks,19757800.2,France
Gabon,2024,bilateral,725000.0,India
Gabon,2024,multilateral,5488548.1,International Fund for Agricultural Dev.
Gabon,2024,multilateral,144550733.0,Islamic Dev. Bank
Gabon,2024,commercial banks,23584068.9,Israel
Gabon,2024,commercial banks,86867623.5,Spain
Gabon,2024,other private,4094000.0,Spain
Gabon,2024,commercial banks,500000000.0,United States
