debtor_name,year,category,value,creditor_name
Sierra Leone,2024,multilateral,54816519.6,European Investment Bank
Sierra Leone,2024,bilateral,19964000.0,India
Sierra Leone,2024,multilateral,32216423.8,International Fund for Agricultural Dev.
Sierra Leone,2024,multilateral,101648718.1,Islamic Dev. Bank
Sierra Leone,2024,bilateral,50120000.0,"Korea, Republic of"
Sierra Leone,2024,bilateral,63912973.0,Kuwait
Sierra Leone,2024,commercial banks,164930000.0,Multiple Lenders
Sierra Leone,2024,multilateral,33020000.0,OPEC Fund for International Dev.
Sierra Leone,2024,bilateral,28406133.4,Saudi Arabia
Sierra Leone,2024,bilateral,7598093.9,United Arab Emirates
Sierra Leone,2024,multilateral,463025000.0,World Bank-IDA
"Somalia, Fed. Rep.",2024,multilateral,15198385.0,African Dev. Bank
"Somalia, Fed. Rep.",2024,bilateral,900000.0,Algeria
"Somalia, Fed. Rep.",2024,multilateral,74554310.6,Arab Fund for Economic & Social Development
"Somalia, Fed. Rep.",2024,multilateral,71859122.2,Arab Monetary Fund
"Somalia, Fed. Rep.",2024,bilateral,5529000.0,Bulgaria
"Somalia, Fed. Rep.",2024,bilateral,0.0,Denmark
"Somalia, Fed. Rep.",2024,multilateral,0.0,European Economic Community (EEC)
"Somalia, Fed. Rep.",2024,bilateral,0.0,France
"Somalia, Fed. Rep.",2024,multilateral,2055316.2,International Fund for Agricultural Dev.
"Somalia, Fed. Rep.",2024,bilateral,31223000.0,Iraq
"Somalia, Fed. Rep.",2024,multilateral,26674769.7,Islamic Dev. Bank
"Somalia, Fed. Rep.",2024,bilateral,0.0,Japan
"Somalia, Fed. Rep.",2024,bilateral,123701899.6,Kuwait
"Somalia, Fed. Rep.",2024,bilateral,11750000.0,Libya
"Somalia, Fed. Rep.",2024,bilateral,0.0,Netherlands
"Somalia, Fed. Rep.",2024,bilateral,0.0,Norway
"Somalia, Fed. Rep.",2024,multilateral,36387000.0,OPEC Fund for International Dev.
"Somalia, Fed. Rep.",2024,bilateral,2274000.0,Romania
"Somalia, Fed. Rep.",2024,bilateral,6807000.0,Russian Federation
"Somalia, Fed. Rep.",2024,bilateral,118862133.3,Saudi Arabia
"Somalia, Fed. Rep.",2024,bilateral,1512000.0,Serbia
"Somalia, Fed. Rep.",2024,bilateral,40212000.0,Spain
"Somalia, Fed. Rep.",2024,bilateral,94222464.3,United Arab Emirates
"Somalia, Fed. Rep.",2024,bilateral,0.0,United Kingdom
"Somalia, Fed. Rep.",2024,bilateral,0.0,United States
"Somalia, Fed. Rep.",2024,multilateral,0.0,World Bank-IDA
South Africa,2024,multilateral,1997752976.0,African Dev. Bank
South Africa,2024,bonds,77401913569.5,Bondholders
South Africa,2024,bilateral,79331941.5,Canada
South Africa,2024,bilateral,3330526000.0,China
South Africa,2024,multilateral,178288677.8,European Investment Bank
South Africa,2024,bilateral,502994496.1,France
South Africa,2024,bilateral,655836446.6,"Germany, Fed. Rep. of"
South Africa,2024,commercial banks,311670000.0,"Germany, Fed. Rep. of"
South Africa,2024,commercial banks,4604103698.5,Multiple Lenders
South Africa,2024,multilateral,3271954920.8,New Development Bank (NDB)
South Africa,2024,other private,750000000.0,United Kingdom
South Africa,2024,commercial banks,1000000000.0,United States
South Africa,2024,multilateral,3426756000.0,World Bank-IBRD
South Africa,2024,multilateral,302270032.8,World Bank-MIGA
Sudan,2024,multilateral,77255631.1,African Dev. Bank
Sudan,2024,bilateral,83021377.3,Algeria
Sudan,2024,multilateral,1054132445.8,Arab Fund for Economic & Social Development
Sudan,2024,multilateral,504379284.2,Arab Monetary Fund
Sudan,2024,bilateral,188903187.0,Austria
Sudan,2024,other private,1229000.0,Austria
Sudan,2024,bilateral,132232230.9,Belgium
Sudan,2024,bilateral,9285000.0,Canada
Sudan,2024,bilateral,920679009.4,China
Sudan,2024,bilateral,39903000.0,Croatia
Sudan,2024,bilateral,25359000.0,Czechia
Sudan,2024,bilateral,61076551.8,Denmark
Sudan,2024,multilateral,43858202.4,European Investment Bank
Sudan,2024,bilateral,233178793.6,France
Sudan,2024,other private,53898000.0,France
Sudan,2024,bilateral,67698879.6,"Germany, Fed. Rep. of"
Sudan,2024,bilateral,5936000.0,Hungary
Sudan,2024,bilateral,526988000.0,India
Sudan,2024,multilateral,87336591.9,International Fund for Agricultural Dev.
Sudan,2024,bilateral,102575000.0,"Iran, Islamic Republic Of"
Sudan,2024,bilateral,71558000.0,Iraq
Sudan,2024,bilateral,1643460.6,Ireland
Sudan,2024,multilateral,155100391.6,Islamic Dev. Bank
Sudan,2024,bilateral,248020736.1,Italy
Sudan,2024,bilateral,132961974.2,Japan
Sudan,2024,bilateral,1126795405.3,Kuwait
Sudan,2024,commercial banks,309197831.4,Kuwait
Sudan,2024,bilateral,302980487.5,Libya
Sudan,2024,bilateral,0.0,Malaysia
Sudan,2024,other private,2493897000.0,Multiple Lenders
Sudan,2024,bilateral,70359135.2,Netherlands
Sudan,2024,bilateral,19954889.8,Norway
Sudan,2024,multilateral,62964000.0,OPEC Fund for International Dev.
Sudan,2024,bilateral,89507000.0,Oman
Sudan,2024,bilateral,9978000.0,Pakistan
Sudan,2024,bilateral,20130000.0,Poland
Sudan,2024,bilateral,29000000.0,Qatar
Sudan,2024,bilateral,125568000.0,Romania
Sudan,2024,bilateral,7458364.4,Russian Federation
Sudan,2024,bilateral,2126926866.8,Saudi Arabia
Sudan,2024,commercial banks,16560000.0,Saudi Arabia
Sudan,2024,bilateral,27938000.0,Serbia
Sudan,2024,bilateral,19672000.0,Spain
Sudan,2024,bilateral,122095596.4,Switzerland
Sudan,2024,commercial banks,1815691524.7,Switzerland
Sudan,2024,bilateral,40978154.7,Turkiye
Sudan,2024,bilateral,387658134.8,United Arab Emirates
Sudan,2024,commercial banks,74217000.0,United Arab Emirates
Sudan,2024,bilateral,224435024.1,United Kingdom
Sudan,2024,commercial banks,1648239.1,United Kingdom
Sudan,2024,bilateral,373798000.0,United States
Sudan,2024,commercial banks,5185000.0,United States
Sudan,2024,multilateral,217938000.0,World Bank-IDA
Tanzania,2024,multilateral,3478861281.4,African Dev. Bank
Tanzania,2024,multilateral,300000000.0,African Export-Import Bank
Tanzania,2024,bilateral,3406000.0,Angola
Tanzania,2024,multilateral,8304000.0,Arab African International Bank
Tanzania,2024,multilateral,80951000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Tanzania,2024,multilateral,10947000.0,Arab Fund for Economic & Social Development
Tanzania,2024,bilateral,0.0,Austria
Tanzania,2024,commercial banks,22417384.2,Austria
Tanzania,2024,bilateral,2556732.9,Belgium
Tanzania,2024,bilateral,1365448930.1,China
Tanzania,2024,commercial banks,56515121.1,China
Tanzania,2024,multilateral,124206194.5,European Investment Bank
Tanzania,2024,bilateral,328873145.1,France
Tanzania,2024,commercial banks,293270000.0,France
Tanzania,2024,other private,1910000.0,France
Tanzania,2024,commercial banks,544309122.5,"Germany, Fed. Rep. of"
Tanzania,2024,other private,5783000.0,Hungary
Tanzania,2024,bilateral,599637485.9,India
Tanzania,2024,other private,1281859.6,India
Tanzania,2024,multilateral,192250825.4,International Fund for Agricultural Dev.
Tanzania,2024,bilateral,77729000.0,"Iran, Islamic Republic Of"
Tanzania,2024,bilateral,29996955.0,Iraq
Tanzania,2024,bilateral,0.0,Italy
Tanzania,2024,other private,1787000.0,Italy
Tanzania,2024,bilateral,417488166.2,Japan
Tanzania,2024,bilateral,423542282.4,"Korea, Republic of"
Tanzania,2024,bilateral,91457100.2,Kuwait
Tanzania,2024,commercial banks,807395.3,Liberia
Tanzania,2024,commercial banks,250000000.0,Multiple Lenders
Tanzania,2024,commercial banks,5912613.9,Netherlands
Tanzania,2024,other private,3304268.8,Netherlands
Tanzania,2024,multilateral,10450896.1,Nordic Development Fund
Tanzania,2024,multilateral,3158256.0,Nordic Investment Bank
Tanzania,2024,multilateral,128181000.0,OPEC Fund for International Dev.
Tanzania,2024,bilateral,71486000.0,Poland
Tanzania,2024,other private,6080000.0,Poland
Tanzania,2024,bilateral,105000.0,Romania
Tanzania,2024,bilateral,2052000.0,Russian Federation
Tanzania,2024,bilateral,30824000.0,Saudi Arabia
Tanzania,2024,other private,6221214.9,Serbia
Tanzania,2024,bilateral,86817000.0,South Africa
Tanzania,2024,commercial banks,784400000.0,South Africa
Tanzania,2024,bilateral,3405000.0,Sweden
Tanzania,2024,bilateral,34957794.4,United Arab Emirates
Tanzania,2024,commercial banks,14667190.2,United Arab Emirates
Tanzania,2024,bilateral,920839.7,United Kingdom
Tanzania,2024,commercial banks,2269129820.8,United Kingdom
Tanzania,2024,other private,250000.0,United Kingdom
Tanzania,2024,commercial banks,3927000.0,United States
Tanzania,2024,multilateral,12097217000.0,World Bank-IDA
Togo,2024,multilateral,60008450.5,African Dev. Bank
Togo,2024,multilateral,50310000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Togo,2024,commercial banks,7805255.7,Austria
Togo,2024,bilateral,9230626.5,Belgium
Togo,2024,bilateral,329568760.4,China
Togo,2024,multilateral,31699566.7,Economic Community of West African States (ECOWAS)
Togo,2024,multilateral,13102606.8,European Investment Bank
Togo,2024,bilateral,53575034.1,France
Togo,2024,commercial banks,166538786.7,France
Togo,2024,bilateral,69210000.0,India
Togo,2024,multilateral,13235000.8,International Fund for Agricultural Dev.
Togo,2024,multilateral,116974594.9,Islamic Dev. Bank
Togo,2024,commercial banks,63527696.1,Israel
Togo,2024,commercial banks,97362591.3,Japan
Togo,2024,bilateral,25146939.5,Kuwait
Togo,2024,multilateral,20470000.0,OPEC Fund for International Dev.
Togo,2024,bilateral,15826666.8,Saudi Arabia
Togo,2024,bilateral,48660992.5,United Arab Emirates
Togo,2024,commercial banks,155835000.0,United States
Togo,2024,multilateral,277213804.3,West African Development Bank - BOAD
Togo,2024,multilateral,796080000.0,World Bank-IDA
Tunisia,2024,multilateral,2398316623.0,African Dev. Bank
Tunisia,2024,multilateral,1000000000.0,African Export-Import Bank
Tunisia,2024,bilateral,611000000.0,Algeria
Tunisia,2024,multilateral,110149407.5,Arab Bank for Economic Dev. in Africa (BADEA)
Tunisia,2024,multilateral,739198587.4,Arab Fund for Economic & Social Development
Tunisia,2024,multilateral,0.0,Arab Monetary Fund
Tunisia,2024,bilateral,22400761.8,Austria
Tunisia,2024,commercial banks,728268.9,Austria
Tunisia,2024,other private,190118.7,Austria
Tunisia,2024,bilateral,12453294.3,Belgium
Tunisia,2024,other private,873714.9,Belgium
Tunisia,2024,bonds,2483677494.4,Bondholders
Tunisia,2024,bilateral,1181628.4,Canada
Tunisia,2024,bilateral,31142256.3,China
Tunisia,2024,multilateral,464891127.6,European Bank for Reconstruction and Dev. (EBRD)
Tunisia,2024,multilateral,1456746618.9,European Investment Bank
Tunisia,2024,multilateral,311670000.0,European Social Fund (ESF)
Tunisia,2024,multilateral,1142790000.0,European Union
Tunisia,2024,bilateral,935252063.7,France
Tunisia,2024,commercial banks,57692194.8,France
Tunisia,2024,other private,4489086.9,France
Tunisia,2024,bilateral,1049452107.3,"Germany, Fed. Rep. of"
Tunisia,2024,commercial banks,23938333.8,"Germany, Fed. Rep. of"
Tunisia,2024,multilateral,34474685.0,International Fund for Agricultural Dev.
Tunisia,2024,multilateral,705917257.5,Islamic Dev. Bank
Tunisia,2024,bilateral,390552638.1,Italy
Tunisia,2024,bilateral,786715608.1,Japan
Tunisia,2024,bilateral,0.0,"Korea, Republic of"
Tunisia,2024,bilateral,359825296.3,Kuwait
Tunisia,2024,bilateral,50000000.0,Libya
Tunisia,2024,multilateral,2606600.1,Nordic Investment Bank
Tunisia,2024,multilateral,29319723.6,OPEC Fund for International Dev.
Tunisia,2024,bilateral,7482000.0,Qatar
Tunisia,2024,bilateral,679636663.2,Saudi Arabia
Tunisia,2024,bilateral,279256493.1,Spain
Tunisia,2024,commercial banks,0.0,Spain
Tunisia,2024,other private,97366.7,Switzerland
Tunisia,2024,bilateral,145889000.0,Turkiye
Tunisia,2024,bilateral,34418697.7,United Arab Emirates
Tunisia,2024,commercial banks,83075638.5,United Kingdom
Tunisia,2024,bilateral,2784000.0,United States
Tunisia,2024,multilateral,4326806000.0,World Bank-IBRD
Tunisia,2024,multilateral,39166530.0,World Trade Organization
Uganda,2024,multilateral,2018667383.1,African Dev. Bank
Uganda,2024,multilateral,340780000.0,African Export-Import Bank
Uganda,2024,multilateral,72737000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Uganda,2024,bilateral,7791750.0,Austria
Uganda,2024,commercial banks,10290304.5,Belgium
Uganda,2024,bonds,873501000.0,Bondholders
Uganda,2024,bilateral,2567502162.9,China
Uganda,2024,multilateral,273890401.5,Eastern & Southern African Trade & Dev. Bank (TDB)
Uganda,2024,multilateral,91561373.7,European Investment Bank
Uganda,2024,bilateral,288910817.2,France
Uganda,2024,bilateral,21738982.5,"Germany, Fed. Rep. of"
Uganda,2024,commercial banks,6809989.5,"Germany, Fed. Rep. of"
Uganda,2024,bilateral,11630000.0,India
Uganda,2024,multilateral,267865377.0,International Fund for Agricultural Dev.
Uganda,2024,bilateral,593.1,Iraq
Uganda,2024,multilateral,605586939.3,Islamic Dev. Bank
Uganda,2024,bilateral,5194500.0,Italy
Uganda,2024,bilateral,215601659.7,Japan
Uganda,2024,bilateral,18961094.6,"Korea, Republic of"
Uganda,2024,bilateral,47088813.1,Kuwait
Uganda,2024,bilateral,9000000.0,Nigeria
Uganda,2024,multilateral,36206689.7,Nordic Development Fund
Uganda,2024,multilateral,55980000.0,OPEC Fund for International Dev.
Uganda,2024,bilateral,37020266.7,Saudi Arabia
Uganda,2024,commercial banks,675285000.0,South Africa
Uganda,2024,bilateral,36731348.4,Spain
Uganda,2024,bilateral,35157000.0,Tanzania
Uganda,2024,bilateral,9480190.6,United Arab Emirates
Uganda,2024,bilateral,340526486.4,United Kingdom
Uganda,2024,commercial banks,219567839.6,United Kingdom
Uganda,2024,multilateral,4898639000.0,World Bank-IDA
Zambia,2024,multilateral,981970338.5,African Dev. Bank
Zambia,2024,multilateral,44854000.0,African Export-Import Bank
Zambia,2024,multilateral,32503000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Zambia,2024,bilateral,729307.8,Belgium
Zambia,2024,bonds,2738545000.0,Bondholders
Zambia,2024,bilateral,3570963883.3,China
Zambia,2024,commercial banks,1707584000.0,China
Zambia,2024,other private,51073000.0,China
Zambia,2024,commercial banks,121147000.0,Denmark
Zambia,2024,multilateral,493289000.0,Eastern & Southern African Trade & Dev. Bank (TDB)
Zambia,2024,multilateral,239819180.0,European Investment Bank
Zambia,2024,bilateral,96296950.9,France
Zambia,2024,other private,304841000.0,Hong Kong
Zambia,2024,bilateral,321865000.0,India
Zambia,2024,multilateral,122993172.0,International Fund for Agricultural Dev.
Zambia,2024,bilateral,6152.3,Iraq
Zambia,2024,commercial banks,462970000.0,Israel
Zambia,2024,bilateral,35173954.8,Japan
Zambia,2024,bilateral,8339016.1,Kuwait
Zambia,2024,multilateral,67693000.0,Multiple Lenders
Zambia,2024,multilateral,17665455.6,Nordic Development Fund
Zambia,2024,multilateral,23761000.0,OPEC Fund for International Dev.
Zambia,2024,bilateral,124759423.2,Russian Federation
Zambia,2024,bilateral,79657066.7,Saudi Arabia
Zambia,2024,bilateral,241770000.0,South Africa
Zambia,2024,commercial banks,32894000.0,South Africa
Zambia,2024,bilateral,0.0,United Arab Emirates
Zambia,2024,other private,0.0,United Arab Emirates
Zambia,2024,bilateral,293642000.0,United Kingdom
Zambia,2024,commercial banks,701406802.2,United Kingdom
Zambia,2024,bilateral,45364000.0,United States
Zambia,2024,multilateral,2509679000.0,World Bank-IDA
Zimbabwe,2024,multilateral,350753528.9,African Dev. Bank
Zimbabwe,2024,multilateral,353288000.0,African Export-Import Bank
Zimbabwe,2024,multilateral,9044000.0,Arab Bank for Economic Dev. in Africa (BADEA)
Zimbabwe,2024,bilateral,5940430.2,Austria
Zimbabwe,2024,commercial banks,7203732.6,Austria
Zimbabwe,2024,bilateral,1956248.7,Belgium
Zimbabwe,2024,commercial banks,11117268.9,Belgium
Zimbabwe,2024,other private,8826494.4,Belgium
Zimbabwe,2024,bonds,25972.5,Bondholders
Zimbabwe,2024,bilateral,34741000.0,Brazil
Zimbabwe,2024,bilateral,2006951022.5,China
Zimbabwe,2024,multilateral,15274946.7,European Development Fund (EDF)
Zimbabwe,2024,multilateral,1890798.0,European Economic Community (EEC)
Zimbabwe,2024,multilateral,131940883.7,European Investment Bank
Zimbabwe,2024,bilateral,65923555.8,Finland
Zimbabwe,2024,other private,5667000.0,Finland
Zimbabwe,2024,bilateral,118619524.2,France
Zimbabwe,2024,commercial banks,64841045.7,France
Zimbabwe,2024,other private,10525095.9,France
Zimbabwe,2024,bilateral,279556562.1,"Germany, Fed. Rep. of"
Zimbabwe,2024,commercial banks,113144549.2,"Germany, Fed. Rep. of"
Zimbabwe,2024,bilateral,80787000.0,India
Zimbabwe,2024,multilateral,7888359.1,International Fund for Agricultural Dev.
Zimbabwe,2024,bilateral,91129367.7,Italy
Zimbabwe,2024,bilateral,131235237.9,Japan
Zimbabwe,2024,commercial banks,7540000.0,Japan
Zimbabwe,2024,bilateral,15012177.2,Kuwait
Zimbabwe,2024,multilateral,20000000.0,Multiple Lenders
Zimbabwe,2024,bilateral,26249886.3,Netherlands
Zimbabwe,2024,commercial banks,26494027.8,Netherlands
Zimbabwe,2024,other private,0.0,Netherlands
Zimbabwe,2024,multilateral,17850994.8,Nordic Development Fund
Zimbabwe,2024,bilateral,22537907.5,Norway
Zimbabwe,2024,multilateral,33562000.0,OPEC Fund for International Dev.
Zimbabwe,2024,commercial banks,8049000.0,South Africa
Zimbabwe,2024,other private,6096000.0,South Africa
Zimbabwe,2024,bilateral,20137000.0,Spain
Zimbabwe,2024,commercial banks,609000.0,Spain
Zimbabwe,2024,other private,11199000.0,Spain
Zimbabwe,2024,commercial banks,37260961.4,Sweden
Zimbabwe,2024,other private,4675019.7,Sweden
Zimbabwe,2024,bilateral,5532.2,Switzerland
Zimbabwe,2024,commercial banks,4204470.0,Switzerland
Zimbabwe,2024,other private,16155122.8,Switzerland
Zimbabwe,2024,bilateral,31009967.3,United Kingdom
Zimbabwe,2024,commercial banks,80365662.4,United Kingdom
Zimbabwe,2024,other private,24889017.5,United Kingdom
Zimbabwe,2024,bilateral,117526000.0,United States
Zimbabwe,2024,other private,18750000.0,United States
Zimbabwe,2024,multilateral,425155000.0,World Bank-IBRD
Zimbabwe,2024,multilateral,430166000.0,World Bank-IDA
