debtor_name,year,category,value,creditor_name,value_annotation,name_annotation
Sub-Saharan Africa (excluding high income),2024,other private,5146859.2,"Korea, Republic of",US$5.1 million,"Korea, Republic of (other private)"
Sub-Saharan Africa (excluding high income),2024,bilateral,2882895891.8,Kuwait,US$2.9 billion,Kuwait (bilateral)
Sub-Saharan Africa (excluding high income),2024,commercial banks,329346831.4,Kuwait,US$329.3 million,Kuwait (commercial banks)
Sub-Saharan Africa (excluding high income),2024,other private,4023380.4,Kuwait,US$4.0 million,Kuwait (other private)
Sub-Saharan Africa (excluding high income),2024,commercial banks,807395.3,Liberia,"US$807,395",Liberia (commercial banks)
Sub-Saharan Africa (excluding high income),2024,bilateral,998526714.2,Libya,US$998.5 million,Libya (bilateral)
Sub-Saharan Africa (excluding high income),2024,other private,30763906.8,Luxembourg,US$30.8 million,Luxembourg (other private)
Sub-Saharan Africa (excluding high income),2024,bilateral,0.0,Malaysia,US$0,Malaysia (bilateral)
Sub-Saharan Africa (excluding high income),2024,bilateral,53.8,Mali,US$54,Mali (bilateral)
Sub-Saharan Africa (excluding high income),2024,commercial banks,99434545.9,Mauritius,US$99.4 million,Mauritius (commercial banks)
Sub-Saharan Africa (excluding high income),2024,bilateral,7000000.0,Morocco,US$7 million,Morocco (bilateral)
Sub-Saharan Africa (excluding high income),2024,commercial banks,0.0,Morocco,US$0,Morocco (commercial banks)
Sub-Saharan Africa (excluding high income),2024,bilateral,4151901000.0,Multiple Lenders,US$4.2 billion,Multiple Lenders (bilateral)
Sub-Saharan Africa (excluding high income),2024,commercial banks,9770494856.5,Multiple Lenders,US$9.8 billion,Multiple Lenders (commercial banks)
Sub-Saharan Africa (excluding high income),2024,multilateral,87693000.0,Multiple Lenders,US$87.7 million,Multiple Lenders
Sub-Saharan Africa (excluding high income),2024,other private,2493897000.0,Multiple Lenders,US$2.5 billion,Multiple Lenders (other private)
Sub-Saharan Africa (excluding high income),2024,bilateral,1146769.0,Namibia,US$1.1 million,Namibia (bilateral)
Sub-Saharan Africa (excluding high income),2024,bilateral,98293078.4,Netherlands,US$98.3 million,Netherlands (bilateral)
Sub-Saharan Africa (excluding high income),2024,commercial banks,1264971192.1,Netherlands,US$1.3 billion,Netherlands (commercial banks)
Sub-Saharan Africa (excluding high income),2024,other private,178304268.8,Netherlands,US$178.3 million,Netherlands (other private)
Sub-Saharan Africa (excluding high income),2024,multilateral,3271954920.8,New Development Bank (NDB),US$3.3 billion,New Development Bank (NDB)
Sub-Saharan Africa (excluding high income),2024,bilateral,11293290.3,Nigeria,US$11.3 million,Nigeria (bilateral)
Sub-Saharan Africa (excluding high income),2024,multilateral,269626515.3,Nordic Development Fund,US$269.6 million,Nordic Development Fund
Sub-Saharan Africa (excluding high income),2024,multilateral,29222465.5,Nordic Investment Bank,US$29.2 million,Nordic Investment Bank
Sub-Saharan Africa (excluding high income),2024,bilateral,74598962.9,Norway,US$74.6 million,Norway (bilateral)
Sub-Saharan Africa (excluding high income),2024,multilateral,1702468486.7,OPEC Fund for International Dev.,US$1.7 billion,OPEC Fund for International Dev.
Sub-Saharan Africa (excluding high income),2024,bilateral,89507000.0,Oman,US$89.5 million,Oman (bilateral)
Sub-Saharan Africa (excluding high income),2024,multilateral,7219000.0,Org. of Arab Petroleum Exporting Countries (OAPEC),US$7.2 million,Org. of Arab Petroleum Exporting Countries (OAPEC)
Sub-Saharan Africa (excluding high income),2024,bilateral,12189000.0,Pakistan,US$12.2 million,Pakistan (bilateral)
Sub-Saharan Africa (excluding high income),2024,other private,0.0,Panama,US$0,Panama (other private)
Sub-Saharan Africa (excluding high income),2024,bilateral,244116677.8,Poland,US$244.1 million,Poland (bilateral)
Sub-Saharan Africa (excluding high income),2024,other private,6080000.0,Poland,US$6.1 million,Poland (other private)
Sub-Saharan Africa (excluding high income),2024,bilateral,833595465.2,Portugal,US$833.6 million,Portugal (bilateral)
Sub-Saharan Africa (excluding high income),2024,commercial banks,986801589.1,Portugal,US$986.8 million,Portugal (commercial banks)
Sub-Saharan Africa (excluding high income),2024,other private,32501899.2,Portugal,US$32.5 million,Portugal (other private)
Sub-Saharan Africa (excluding high income),2024,bilateral,84117500.0,Qatar,US$84.1 million,Qatar (bilateral)
Sub-Saharan Africa (excluding high income),2024,bilateral,134839000.0,Romania,US$134.8 million,Romania (bilateral)
Sub-Saharan Africa (excluding high income),2024,bilateral,396110787.6,Russian Federation,US$396.1 million,Russian Federation (bilateral)
Sub-Saharan Africa (excluding high income),2024,commercial banks,15514932.6,Russian Federation,US$15.5 million,Russian Federation (commercial banks)
Sub-Saharan Africa (excluding high income),2024,other private,252000.0,Russian Federation,"US$252,000",Russian Federation (other private)
Sub-Saharan Africa (excluding high income),2024,bilateral,4539646176.7,Saudi Arabia,US$4.5 billion,Saudi Arabia (bilateral)
Sub-Saharan Africa (excluding high income),2024,commercial banks,16560000.0,Saudi Arabia,US$16.6 million,Saudi Arabia (commercial banks)
Sub-Saharan Africa (excluding high income),2024,other private,2500000.0,Saudi Arabia,US$2.5 million,Saudi Arabia (other private)
Sub-Saharan Africa (excluding high income),2024,bilateral,240.7,Senegal,US$241,Senegal (bilateral)
Sub-Saharan Africa (excluding high income),2024,bilateral,138328000.0,Serbia,US$138.3 million,Serbia (bilateral)
Sub-Saharan Africa (excluding high income),2024,commercial banks,1179000.0,Serbia,US$1.2 million,Serbia (commercial banks)
Sub-Saharan Africa (excluding high income),2024,other private,26391214.9,Serbia,US$26.4 million,Serbia (other private)
Sub-Saharan Africa (excluding high income),2024,bilateral,600669489.3,South Africa,US$600.7 million,South Africa (bilateral)
Sub-Saharan Africa (excluding high income),2024,commercial banks,2214872558.4,South Africa,US$2.2 billion,South Africa (commercial banks)
Sub-Saharan Africa (excluding high income),2024,other private,6096000.0,South Africa,US$6.1 million,South Africa (other private)
Sub-Saharan Africa (excluding high income),2024,bilateral,310084658.3,Spain,US$310.1 million,Spain (bilateral)
Sub-Saharan Africa (excluding high income),2024,commercial banks,1055188733.4,Spain,US$1.1 billion,Spain (commercial banks)
Sub-Saharan Africa (excluding high income),2024,other private,47359687.4,Spain,US$47.4 million,Spain (other private)
Sub-Saharan Africa (excluding high income),2024,bilateral,3405000.0,Sweden,US$3.4 million,Sweden (bilateral)
Sub-Saharan Africa (excluding high income),2024,commercial banks,55643258.0,Sweden,US$55.6 million,Sweden (commercial banks)
Sub-Saharan Africa (excluding high income),2024,other private,89905019.7,Sweden,US$89.9 million,Sweden (other private)
Sub-Saharan Africa (excluding high income),2024,bilateral,122406505.9,Switzerland,US$122.4 million,Switzerland (bilateral)
Sub-Saharan Africa (excluding high income),2024,commercial banks,2344039129.3,Switzerland,US$2.3 billion,Switzerland (commercial banks)
Sub-Saharan Africa (excluding high income),2024,other private,16155122.8,Switzerland,US$16.2 million,Switzerland (other private)
Sub-Saharan Africa (excluding high income),2024,bilateral,35157000.0,Tanzania,US$35.2 million,Tanzania (bilateral)
Sub-Saharan Africa (excluding high income),2024,bilateral,1293000.0,Thailand,US$1.3 million,Thailand (bilateral)
Sub-Saharan Africa (excluding high income),2024,commercial banks,46533412.7,Togo,US$46.5 million,Togo (commercial banks)
Sub-Saharan Africa (excluding high income),2024,bilateral,479099839.0,Turkiye,US$479.1 million,Turkiye (bilateral)
Sub-Saharan Africa (excluding high income),2024,other private,0.0,Turkiye,US$0,Turkiye (other private)
Sub-Saharan Africa (excluding high income),2024,other private,681000.0,Uganda,"US$681,000",Uganda (other private)
Sub-Saharan Africa (excluding high income),2024,bilateral,1667015802.6,United Arab Emirates,US$1.7 billion,United Arab Emirates (bilateral)
Sub-Saharan Africa (excluding high income),2024,commercial banks,410479531.0,United Arab Emirates,US$410.5 million,United Arab Emirates (commercial banks)
Sub-Saharan Africa (excluding high income),2024,other private,371926.2,United Arab Emirates,"US$371,926",United Arab Emirates (other private)
Sub-Saharan Africa (excluding high income),2024,bilateral,973269196.8,United Kingdom,US$973.3 million,United Kingdom (bilateral)
Sub-Saharan Africa (excluding high income),2024,commercial banks,10970033002.6,United Kingdom,US$11.0 billion,United Kingdom (commercial banks)
Sub-Saharan Africa (excluding high income),2024,other private,1114047930.0,United Kingdom,US$1.1 billion,United Kingdom (other private)
Sub-Saharan Africa (excluding high income),2024,bilateral,1058939978.2,United States,US$1.1 billion,United States (bilateral)
Sub-Saharan Africa (excluding high income),2024,commercial banks,5006752215.8,United States,US$5.0 billion,United States (commercial banks)
Sub-Saharan Africa (excluding high income),2024,other private,18750000.0,United States,US$18.8 million,United States (other private)
Sub-Saharan Africa (excluding high income),2024,bilateral,18749000.0,"Venezuela, Republic Bolivarian",US$18.7 million,"Venezuela, Republic Bolivarian (bilateral)"
Sub-Saharan Africa (excluding high income),2024,multilateral,2838280334.0,West African Development Bank - BOAD,US$2.8 billion,West African Development Bank - BOAD
Sub-Saharan Africa (excluding high income),2024,multilateral,14105494000.0,World Bank-IBRD,US$14.1 billion,World Bank-IBRD
Sub-Saharan Africa (excluding high income),2024,multilateral,109648647000.0,World Bank-IDA,US$109.6 billion,World Bank-IDA
Sub-Saharan Africa (excluding high income),2024,multilateral,302270032.8,World Bank-MIGA,US$302.3 million,World Bank-MIGA
Algeria,2024,multilateral,717117549.5,African Dev. Bank,US$717.1 million,African Dev. Bank
Algeria,2024,bilateral,15446365.2,Belgium,US$15.4 million,Belgium (bilateral)
Algeria,2024,bilateral,85595.0,Canada,"US$85,595",Canada (bilateral)
Algeria,2024,bilateral,64137564.0,China,US$64.1 million,China (bilateral)
Algeria,2024,bilateral,19218611.1,France,US$19.2 million,France (bilateral)
Algeria,2024,bilateral,38439.3,"Germany, Fed. Rep. of","US$38,439","Germany, Fed. Rep. of (bilateral)"
Algeria,2024,bilateral,31591910.1,Italy,US$31.6 million,Italy (bilateral)
Algeria,2024,bilateral,2821576.8,Japan,US$2.8 million,Japan (bilateral)
Algeria,2024,bilateral,1093600.0,Saudi Arabia,US$1.1 million,Saudi Arabia (bilateral)
Angola,2024,multilateral,1295689052.5,African Dev. Bank,US$1.3 billion,African Dev. Bank
Angola,2024,multilateral,116254808.6,African Export-Import Bank,US$116.3 million,African Export-Import Bank
Angola,2024,commercial banks,149829280.1,Austria,US$149.8 million,Austria (commercial banks)
Angola,2024,bilateral,0.0,Belgium,US$0,Belgium (bilateral)
Angola,2024,commercial banks,48062000.0,Belgium,US$48.1 million,Belgium (commercial banks)
Angola,2024,bonds,11042413000.0,Bondholders,US$11.0 billion,Bondholders
Angola,2024,bilateral,244115000.0,Canada,US$244.1 million,Canada (bilateral)
Angola,2024,commercial banks,0.0,Canada,US$0,Canada (commercial banks)
Angola,2024,bilateral,2596005403.6,China,US$2.6 billion,China (bilateral)
Angola,2024,commercial banks,11805826000.0,China,US$11.8 billion,China (commercial banks)
Angola,2024,other private,76550000.0,Egypt,US$76.5 million,Egypt (other private)
Angola,2024,multilateral,4196117.1,European Investment Bank,US$4.2 million,European Investment Bank
Angola,2024,bilateral,249162503.7,France,US$249.2 million,France (bilateral)
Angola,2024,commercial banks,232639301.3,France,US$232.6 million,France (commercial banks)
Angola,2024,commercial banks,656717517.2,"Germany, Fed. Rep. of",US$656.7 million,"Germany, Fed. Rep. of (commercial banks)"
Angola,2024,bilateral,2500000.0,India,US$2.5 million,India (bilateral)
Angola,2024,multilateral,7340973.8,International Fund for Agricultural Dev.,US$7.3 million,International Fund for Agricultural Dev.
Angola,2024,commercial banks,657681000.0,Ireland,US$657.7 million,Ireland (commercial banks)
Angola,2024,other private,2731933000.0,Israel,US$2.7 billion,Israel (other private)
Angola,2024,bilateral,14961198.9,Italy,US$15.0 million,Italy (bilateral)
Angola,2024,commercial banks,559164030.3,Italy,US$559.2 million,Italy (commercial banks)
Angola,2024,bilateral,265015376.9,Japan,US$265.0 million,Japan (bilateral)
Angola,2024,other private,195688000.3,Japan,US$195.7 million,Japan (other private)
Angola,2024,bilateral,212779000.0,"Korea, Republic of",US$212.8 million,"Korea, Republic of (bilateral)"
Angola,2024,other private,30763906.8,Luxembourg,US$30.8 million,Luxembourg (other private)
Angola,2024,commercial banks,21874039.5,Mauritius,US$21.9 million,Mauritius (commercial banks)
Angola,2024,commercial banks,1580000000.0,Multiple Lenders,US$1.6 billion,Multiple Lenders (commercial banks)
Angola,2024,bilateral,1684056.9,Netherlands,US$1.7 million,Netherlands (bilateral)
Angola,2024,commercial banks,620615788.1,Netherlands,US$620.6 million,Netherlands (commercial banks)
Angola,2024,multilateral,506000.0,OPEC Fund for International Dev.,"US$506,000",OPEC Fund for International Dev.
Angola,2024,bilateral,53583677.8,Poland,US$53.6 million,Poland (bilateral)
Angola,2024,bilateral,251441000.0,Portugal,US$251.4 million,Portugal (bilateral)
Angola,2024,commercial banks,511014132.0,Portugal,US$511.0 million,Portugal (commercial banks)
Angola,2024,other private,32501899.2,Portugal,US$32.5 million,Portugal (other private)
Angola,2024,bilateral,7546000.0,Serbia,US$7.5 million,Serbia (bilateral)
Angola,2024,bilateral,197355626.2,South Africa,US$197.4 million,South Africa (bilateral)
Angola,2024,commercial banks,3931000.0,South Africa,US$3.9 million,South Africa (commercial banks)
Angola,2024,bilateral,15175000.0,Spain,US$15.2 million,Spain (bilateral)
Angola,2024,commercial banks,707782446.6,Spain,US$707.8 million,Spain (commercial banks)
Angola,2024,other private,0.0,Spain,US$0,Spain (other private)
Angola,2024,commercial banks,227211585.6,United Arab Emirates,US$227.2 million,United Arab Emirates (commercial banks)
Angola,2024,commercial banks,3757069202.5,United Kingdom,US$3.8 billion,United Kingdom (commercial banks)
Angola,2024,other private,143267000.0,United Kingdom,US$143.3 million,United Kingdom (other private)
Angola,2024,bilateral,5467000.0,United States,US$5.5 million,United States (bilateral)
Angola,2024,commercial banks,1643000.0,United States,US$1.6 million,United States (commercial banks)
Angola,2024,multilateral,4491170000.0,World Bank-IBRD,US$4.5 billion,World Bank-IBRD
Angola,2024,multilateral,283421000.0,World Bank-IDA,US$283.4 million,World Bank-IDA
Benin,2024,multilateral,606395215.7,African Dev. Bank,US$606.4 million,African Dev. Bank
Benin,2024,multilateral,91756000.0,Arab Bank for Economic Dev. in Africa (BADEA),US$91.8 million,Arab Bank for Economic Dev. in Africa (BADEA)
Benin,2024,bonds,2222489680.8,Bondholders,US$2.2 billion,Bondholders
Benin,2024,bilateral,153185000.0,Brazil,US$153.2 million,Brazil (bilateral)
Benin,2024,bilateral,293856587.1,China,US$293.9 million,China (bilateral)
Benin,2024,commercial banks,71765134.2,China,US$71.8 million,China (commercial banks)
Benin,2024,bilateral,0.0,Denmark,US$0,Denmark (bilateral)
Benin,2024,multilateral,73007109.3,Economic Community of West African States (ECOWAS),US$73.0 million,Economic Community of West African States (ECOWAS)
Benin,2024,multilateral,137221028.7,European Investment Bank,US$137.2 million,European Investment Bank
Benin,2024,bilateral,331342610.4,France,US$331.3 million,France (bilateral)
Benin,2024,commercial banks,601398432.0,France,US$601.4 million,France (commercial banks)
Benin,2024,commercial banks,691850260.5,"Germany, Fed. Rep. of",US$691.9 million,"Germany, Fed. Rep. of (commercial banks)"
Benin,2024,bilateral,13322000.0,India,US$13.3 million,India (bilateral)
Benin,2024,multilateral,79858570.5,International Fund for Agricultural Dev.,US$79.9 million,International Fund for Agricultural Dev.
Benin,2024,multilateral,369926451.2,Islamic Dev. Bank,US$369.9 million,Islamic Dev. Bank
Benin,2024,bilateral,6025620.0,Japan,US$6.0 million,Japan (bilateral)
Benin,2024,commercial banks,0.0,Japan,US$0,Japan (commercial banks)
Benin,2024,bilateral,36567624.5,Kuwait,US$36.6 million,Kuwait (bilateral)
Benin,2024,commercial banks,112215744.6,Netherlands,US$112.2 million,Netherlands (commercial banks)
Benin,2024,multilateral,12569651.1,Nordic Development Fund,US$12.6 million,Nordic Development Fund
Benin,2024,bilateral,11723986.5,Norway,US$11.7 million,Norway (bilateral)
Benin,2024,multilateral,46653000.0,OPEC Fund for International Dev.,US$46.7 million,OPEC Fund for International Dev.
Benin,2024,bilateral,79505908.3,Saudi Arabia,US$79.5 million,Saudi Arabia (bilateral)
Benin,2024,bilateral,296800.5,United Arab Emirates,"US$296,800",United Arab Emirates (bilateral)
Benin,2024,bilateral,82734879.3,United Kingdom,US$82.7 million,United Kingdom (bilateral)
Benin,2024,commercial banks,159612440.4,United Kingdom,US$159.6 million,United Kingdom (commercial banks)
Benin,2024,multilateral,317749024.5,West African Development Bank - BOAD,US$317.7 million,West African Development Bank - BOAD
Benin,2024,multilateral,2317489000.0,World Bank-IDA,US$2.3 billion,World Bank-IDA
Botswana,2024,multilateral,900971841.2,African Dev. Bank,US$901.0 million,African Dev. Bank
Botswana,2024,multilateral,7960000.0,Arab Bank for Economic Dev. in Africa (BADEA),US$8.0 million,Arab Bank for Economic Dev. in Africa (BADEA)
Botswana,2024,multilateral,1693407.0,European Development Fund (EDF),US$1.7 million,European Development Fund (EDF)
Botswana,2024,bilateral,0.0,France,US$0,France (bilateral)
Botswana,2024,multilateral,236000.0,International Fund for Agricultural Dev.,"US$236,000",International Fund for Agricultural Dev.
Botswana,2024,bilateral,116769869.1,Japan,US$116.8 million,Japan (bilateral)
Botswana,2024,bilateral,2964767.0,Kuwait,US$3.0 million,Kuwait (bilateral)
Botswana,2024,multilateral,355303.8,Nordic Development Fund,"US$355,304",Nordic Development Fund
Botswana,2024,multilateral,5912771.2,Nordic Investment Bank,US$5.9 million,Nordic Investment Bank
Botswana,2024,multilateral,136993000.0,OPEC Fund for International Dev.,US$137.0 million,OPEC Fund for International Dev.
Botswana,2024,multilateral,678077000.0,World Bank-IBRD,US$678.1 million,World Bank-IBRD
Botswana,2024,multilateral,0.0,World Bank-IDA,US$0,World Bank-IDA
Burkina Faso,2024,multilateral,619257895.1,African Dev. Bank,US$619.3 million,African Dev. Bank
Burkina Faso,2024,multilateral,165153977.6,Arab Bank for Economic Dev. in Africa (BADEA),US$165.2 million,Arab Bank for Economic Dev. in Africa (BADEA)
Burkina Faso,2024,commercial banks,8053552.8,Austria,US$8.1 million,Austria (commercial banks)
Burkina Faso,2024,bilateral,7797983.4,Belgium,US$7.8 million,Belgium (bilateral)
Burkina Faso,2024,bilateral,98843965.4,China,US$98.8 million,China (bilateral)
Burkina Faso,2024,bilateral,46721888.8,"Cote D`Ivoire, Republic Of",US$46.7 million,"Cote D`Ivoire, Republic Of (bilateral)"
Burkina Faso,2024,other private,0.0,"Cote D`Ivoire, Republic Of",US$0,"Cote D`Ivoire, Republic Of (other private)"
Burkina Faso,2024,multilateral,35612043.8,Economic Community of West African States (ECOWAS),US$35.6 million,Economic Community of West African States (ECOWAS)
Burkina Faso,2024,multilateral,45301234.5,European Investment Bank,US$45.3 million,European Investment Bank
Burkina Faso,2024,bilateral,178870529.7,France,US$178.9 million,France (bilateral)
Burkina Faso,2024,commercial banks,39840776.1,France,US$39.8 million,France (commercial banks)
Burkina Faso,2024,commercial banks,0.0,"Germany, Fed. Rep. of",US$0,"Germany, Fed. Rep. of (commercial banks)"
Burkina Faso,2024,bilateral,3922000.0,India,US$3.9 million,India (bilateral)
Burkina Faso,2024,multilateral,131697580.2,International Fund for Agricultural Dev.,US$131.7 million,International Fund for Agricultural Dev.
Burkina Faso,2024,multilateral,520831221.2,Islamic Dev. Bank,US$520.8 million,Islamic Dev. Bank
Burkina Faso,2024,bilateral,6664538.8,Japan,US$6.7 million,Japan (bilateral)
Burkina Faso,2024,bilateral,38110082.9,Kuwait,US$38.1 million,Kuwait (bilateral)
Burkina Faso,2024,bilateral,6460000.0,Libya,US$6.5 million,Libya (bilateral)
Burkina Faso,2024,commercial banks,3683000.0,Multiple Lenders,US$3.7 million,Multiple Lenders (commercial banks)
Burkina Faso,2024,multilateral,8602092.0,Nordic Development Fund,US$8.6 million,Nordic Development Fund
Burkina Faso,2024,multilateral,76229000.0,OPEC Fund for International Dev.,US$76.2 million,OPEC Fund for International Dev.
Burkina Faso,2024,bilateral,33894933.2,Saudi Arabia,US$33.9 million,Saudi Arabia (bilateral)
Burkina Faso,2024,bilateral,1614450.6,Spain,US$1.6 million,Spain (bilateral)
Burkina Faso,2024,commercial banks,46533412.7,Togo,US$46.5 million,Togo (commercial banks)
Burkina Faso,2024,bilateral,2669026.5,United Arab Emirates,US$2.7 million,United Arab Emirates (bilateral)
Burkina Faso,2024,commercial banks,0.0,United Arab Emirates,US$0,United Arab Emirates (commercial banks)
Burkina Faso,2024,commercial banks,0.0,United States,US$0,United States (commercial banks)
Burkina Faso,2024,multilateral,378749465.5,West African Development Bank - BOAD,US$378.7 million,West African Development Bank - BOAD
Burkina Faso,2024,multilateral,2616134000.0,World Bank-IDA,US$2.6 billion,World Bank-IDA
Burundi,2024,multilateral,26202672.8,African Dev. Bank,US$26.2 million,African Dev. Bank
Burundi,2024,multilateral,70682000.0,Arab Bank for Economic Dev. in Africa (BADEA),US$70.7 million,Arab Bank for Economic Dev. in Africa (BADEA)
Burundi,2024,bilateral,37242746.1,China,US$37.2 million,China (bilateral)
Burundi,2024,multilateral,71894996.7,European Investment Bank,US$71.9 million,European Investment Bank
Burundi,2024,bilateral,59567000.0,India,US$59.6 million,India (bilateral)
Burundi,2024,multilateral,26984131.8,International Fund for Agricultural Dev.,US$27.0 million,International Fund for Agricultural Dev.
Burundi,2024,bilateral,31290794.1,Kuwait,US$31.3 million,Kuwait (bilateral)
Burundi,2024,bilateral,4375000.0,Libya,US$4.4 million,Libya (bilateral)
Burundi,2024,multilateral,93805000.0,OPEC Fund for International Dev.,US$93.8 million,OPEC Fund for International Dev.
Burundi,2024,bilateral,69717600.0,Saudi Arabia,US$69.7 million,Saudi Arabia (bilateral)
Burundi,2024,multilateral,109468000.0,World Bank-IDA,US$109.5 million,World Bank-IDA
Cabo Verde,2024,multilateral,359962023.3,African Dev. Bank,US$360.0 million,African Dev. Bank
Cabo Verde,2024,multilateral,49403000.0,Arab Bank for Economic Dev. in Africa (BADEA),US$49.4 million,Arab Bank for Economic Dev. in Africa (BADEA)
Cabo Verde,2024,bilateral,6296772.9,Austria,US$6.3 million,Austria (bilateral)
Cabo Verde,2024,commercial banks,6168988.2,Austria,US$6.2 million,Austria (commercial banks)
Cabo Verde,2024,bilateral,6630259.8,Belgium,US$6.6 million,Belgium (bilateral)
Cabo Verde,2024,commercial banks,1105389.6,Belgium,US$1.1 million,Belgium (commercial banks)
Cabo Verde,2024,bilateral,20699665.8,China,US$20.7 million,China (bilateral)
Cabo Verde,2024,multilateral,12175400.8,Economic Community of West African States (ECOWAS),US$12.2 million,Economic Community of West African States (ECOWAS)
Cabo Verde,2024,multilateral,26504416.8,European Investment Bank,US$26.5 million,European Investment Bank
Cabo Verde,2024,bilateral,36143331.0,France,US$36.1 million,France (bilateral)
Cabo Verde,2024,multilateral,29763927.2,International Fund for Agricultural Dev.,US$29.8 million,International Fund for Agricultural Dev.
Cabo Verde,2024,bilateral,62355569.7,Japan,US$62.4 million,Japan (bilateral)
Cabo Verde,2024,bilateral,9761324.8,Kuwait,US$9.8 million,Kuwait (bilateral)
Cabo Verde,2024,multilateral,1068086.3,Nordic Development Fund,US$1.1 million,Nordic Development Fund
Cabo Verde,2024,multilateral,16130553.2,OPEC Fund for International Dev.,US$16.1 million,OPEC Fund for International Dev.
Cabo Verde,2024,bilateral,134781478.9,Portugal,US$134.8 million,Portugal (bilateral)
Cabo Verde,2024,commercial banks,408691832.1,Portugal,US$408.7 million,Portugal (commercial banks)
Cabo Verde,2024,bilateral,14639733.3,Saudi Arabia,US$14.6 million,Saudi Arabia (bilateral)
Cabo Verde,2024,bilateral,26468055.3,Spain,US$26.5 million,Spain (bilateral)
Cabo Verde,2024,multilateral,34472000.0,World Bank-IBRD,US$34.5 million,World Bank-IBRD
Cabo Verde,2024,multilateral,581941000.0,World Bank-IDA,US$581.9 million,World Bank-IDA
Cameroon,2024,multilateral,1786743993.1,African Dev. Bank,US$1.8 billion,African Dev. Bank
Cameroon,2024,multilateral,331885000.0,African Export-Import Bank,US$331.9 million,African Export-Import Bank
Cameroon,2024,multilateral,64216293.0,Arab Bank for Economic Dev. in Africa (BADEA),US$64.2 million,Arab Bank for Economic Dev. in Africa (BADEA)
Cameroon,2024,commercial banks,14240202.3,Austria,US$14.2 million,Austria (commercial banks)
Cameroon,2024,bilateral,9435289.8,Belgium,US$9.4 million,Belgium (bilateral)
Cameroon,2024,commercial banks,43060327.2,Belgium,US$43.1 million,Belgium (commercial banks)
Cameroon,2024,bonds,777479500.0,Bondholders,US$777.5 million,Bondholders
Cameroon,2024,bilateral,3236293722.7,China,US$3.2 billion,China (bilateral)
Cameroon,2024,commercial banks,0.0,China,US$0,China (commercial banks)
Cameroon,2024,other private,68899000.0,China,US$68.9 million,China (other private)
Cameroon,2024,multilateral,34237451.6,Dev. Bank of the Central African States (BDEAC),US$34.2 million,Dev. Bank of the Central African States (BDEAC)
Cameroon,2024,multilateral,5336829.3,European Development Fund (EDF),US$5.3 million,European Development Fund (EDF)
Cameroon,2024,multilateral,24193903.2,European Investment Bank,US$24.2 million,European Investment Bank
Cameroon,2024,bilateral,954224455.5,France,US$954.2 million,France (bilateral)
Cameroon,2024,commercial banks,0.0,France,US$0,France (commercial banks)
Cameroon,2024,other private,10410816.9,France,US$10.4 million,France (other private)
Cameroon,2024,bilateral,22561791.3,"Germany, Fed. Rep. of",US$22.6 million,"Germany, Fed. Rep. of (bilateral)"
Cameroon,2024,commercial banks,72991591.4,"Germany, Fed. Rep. of",US$73.0 million,"Germany, Fed. Rep. of (commercial banks)"
Cameroon,2024,bilateral,126473000.0,India,US$126.5 million,India (bilateral)
Cameroon,2024,multilateral,109994131.7,International Fund for Agricultural Dev.,US$110.0 million,International Fund for Agricultural Dev.
Cameroon,2024,multilateral,837405659.6,Islamic Dev. Bank,US$837.4 million,Islamic Dev. Bank
Cameroon,2024,bilateral,74701563.9,Japan,US$74.7 million,Japan (bilateral)
Cameroon,2024,bilateral,65868247.6,"Korea, Republic of",US$65.9 million,"Korea, Republic of (bilateral)"
Cameroon,2024,bilateral,15330410.9,Kuwait,US$15.3 million,Kuwait (bilateral)
Cameroon,2024,bilateral,20382179.1,Norway,US$20.4 million,Norway (bilateral)
Cameroon,2024,multilateral,9759000.0,OPEC Fund for International Dev.,US$9.8 million,OPEC Fund for International Dev.
Cameroon,2024,bilateral,10700533.4,Saudi Arabia,US$10.7 million,Saudi Arabia (bilateral)
Cameroon,2024,bilateral,1395242.7,Spain,US$1.4 million,Spain (bilateral)
Cameroon,2024,commercial banks,23335771.8,Spain,US$23.3 million,Spain (commercial banks)
Cameroon,2024,other private,18678383.1,Spain,US$18.7 million,Spain (other private)
Cameroon,2024,bilateral,305377.3,Switzerland,"US$305,377",Switzerland (bilateral)
Cameroon,2024,bilateral,84927000.0,Turkiye,US$84.9 million,Turkiye (bilateral)
Cameroon,2024,bilateral,0.0,United Arab Emirates,US$0,United Arab Emirates (bilateral)
Cameroon,2024,commercial banks,67570056.0,United Arab Emirates,US$67.6 million,United Arab Emirates (commercial banks)
Cameroon,2024,commercial banks,702164566.3,United Kingdom,US$702.2 million,United Kingdom (commercial banks)
Cameroon,2024,bilateral,25933000.0,United States,US$25.9 million,United States (bilateral)
Cameroon,2024,commercial banks,0.0,United States,US$0,United States (commercial banks)
Cameroon,2024,multilateral,541936000.0,World Bank-IBRD,US$541.9 million,World Bank-IBRD
Cameroon,2024,multilateral,2323469000.0,World Bank-IDA,US$2.3 billion,World Bank-IDA
Central African Republic,2024,multilateral,4693580.6,African Dev. Bank,US$4.7 million,African Dev. Bank
Central African Republic,2024,bilateral,20000000.0,Angola,US$20 million,Angola (bilateral)
Central African Republic,2024,multilateral,15201000.0,Arab Bank for Economic Dev. in Africa (BADEA),US$15.2 million,Arab Bank for Economic Dev. in Africa (BADEA)
